track_id,artist_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,msPlayed
2nDPchYuJAnBX7O1o5Co1H,Amber Liu,,0.788,0.345,2,-8.002,1,0.0329,0.865,0,0.119,0.392,109.919,202612,23911
0fVDu1evgjX9CFD0cmuRrM,Tai Verdes,modern indie pop,0.494,0.553,5,-5.57,1,0.197,0.413,4.17E-05,0.218,0.359,82.061,172756,9450101
3qwlyPrjF2GJLbm7r2D2jO,PHONK WALKER,drift phonk,0.699,0.825,1,-6.155,1,0.0523,0.0892,0.931,0.0928,0.361,169.994,179407,179407
12VO2nlF0uy12Jyf9K4a8U,LIL DUSTY G,emo rap,0.603,0.531,4,-9.165,0,0.0629,0.307,0,0.114,0.146,151.96,129474,129473
0b4kn0PraUzXr2renS2xhp,blackbear,pop,0.475,0.39,0,-11.344,0,0.063,0.0654,0.00045,0.16,0.0713,143.88,205005,204847
2oNYsdCasRRlz1shXFAz7D,Linkin Park,alternative metal,0.546,0.98,9,-3.02,0,0.0619,0.0154,0,0.31,0.478,120.037,205120,1936
12LohWsGyAptv2o25tFPcA,KLOUD,traprun,0.587,0.902,8,-2.506,1,0.049,0.0336,0.000112,0.1,0.0878,102.029,204706,1358539
2zKGBzm03BqPDszKUX2wqT,Elley Duhé,alt z,0.554,0.862,3,-4.672,1,0.0361,0.000924,0.000142,0.422,0.557,139.937,218630,2414255
3dpiTnY215rG2V33dcJKhW,Marisa Maino,alt z,0.321,0.705,7,-5.41,1,0.0938,0.169,0,0.0514,0.302,62.014,184923,1426466
0VZESWCk41YXSQ9l0M2TcC,Jonathan & Friends,,0.61,0.654,1,-4.892,0,0.0452,0.0311,0,0.0637,0.624,175.889,167727,4312674
6PGoSes0D9eUDeeAafB2As,Kendrick Lamar,conscious hip hop,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,213400,3680
3gDEnyulWXK4rdPhJQkhJL,dave rodgers,super eurobeat,0.48,0.972,9,-3.985,0,0.0631,0.00757,0.00713,0.1,0.65,150.075,267362,4400
5OszdgVjoEZGjeXnNlyGWS,Elysees,,0.714,0.845,7,-4.234,0,0.0856,0.199,0.00762,0.372,0.51,75.985,229671,244217
,eluxed,,,,,,,,,,,,,,29900
0ccwMrlZONy5yXrirq7lTe,Cody Simpson,australian pop,0.657,0.828,5,-5.544,1,0.0728,0.00847,0,0.326,0.566,115.954,196787,2571670
2YyvWje3cEYyqgYhNUIaBJ,Lennon Stella,alt z,0.689,0.679,7,-5.893,1,0.0517,0.195,0.00111,0.224,0.475,149.972,209773,421803
51P3NaXFY36BR7d52fh03Y,Claude Debussy,classical,0.285,0.00464,3,-38.222,0,0.0435,0.995,0.844,0.0582,0.216,72.32,150440,171423
1brqrwappe4lTVfhBYlojf,Amilcare Ponchielli,classical,0.512,0.0181,4,-30.054,1,0.0563,0.881,5.78E-05,0.288,0.252,137.927,86360,172720
4AW58EZBHvROkEXFMqAx3N,AREA21,,0.709,0.883,4,-2.74,0,0.153,0.119,5.72E-05,0.283,0.631,152.114,161827,814561
5fXzyFs4FEGy9SAHrarvNW,André Rieu,easy listening,0.262,0.166,11,-19.585,1,0.0403,0.967,0.904,0.358,0.0545,122.74,213267,512711
3PV8uIQnxD4Qiimn3x6PVr,Emily Watts,,0.419,0.0842,6,-17.542,1,0.0341,0.957,0,0.285,0.246,88.278,157683,4321202
3lAun9V0YdTlCSIEXPvfsY,Édith Piaf,chanson,0.371,0.278,7,-8.596,0,0.0303,0.981,0,0.272,0.338,82.331,187733,339743
5IV5Wh6hdncGcsnbVhhVug,Christine and the Queens,art pop,0.821,0.578,1,-6.566,1,0.0487,0.384,5.92E-05,0.139,0.517,107.02,256053,256053
1QELw50Dl95LusF6uOkDqk,Michael Bublé,adult standards,0.459,0.267,0,-8.948,1,0.0294,0.807,0,0.119,0.342,63.378,229963,99600
3juoXpZ1CRCbWHnWk5rVbV,Call,classic pakistani pop,0.565,0.657,9,-9.84,0,0.0545,0.229,0,0.214,0.604,93.034,239406,117769
02dF3qjpgTpmPCBKo72C06,Adn Maya Colectivo,musica indigena latinoamericana,0.787,0.598,1,-7.457,1,0.212,0.573,2.29E-06,0.103,0.82,150.027,224747,261659
5WncH5iZ5GFlnXm7jKEXVP,Pritam,filmi,0.63,0.837,9,-4.635,0,0.0387,0.329,0.00271,0.159,0.473,107.997,341028,340834
2mdHW9nUG38Ym4khrPLGBU,Vampire Weekend,baroque pop,0.59,0.727,5,-6.356,1,0.0519,0.0193,0.0825,0.144,0.687,102.937,159333,159333
5MZtSCAvjvCoUbJ0a9ljum,LANNÉ,slap house,0.613,0.766,5,-7.068,0,0.128,0.132,0.0145,0.266,0.145,122.145,155268,936957
49X0LAl6faAusYq02PRAY6,Modjo,disco house,0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,307154,4280
4wPKUEm0EOoyUiFtI6mz1a,Stephen Sanchez,gen z singer-songwriter,0.439,0.503,8,-10.029,1,0.0281,0.284,5.60E-05,0.152,0.519,186.01,182984,1662
7ubd6wvhN4TKMwQUy6hR69,Herb Alpert & The Tijuana Brass,easy listening,0.347,0.299,3,-14.462,1,0.0401,0.979,0.93,0.178,0.556,86.15,164547,575114
,Max Riser,,,,,,,,,,,,,,7537967
,Pawni Pandey,,,,,,,,,,,,,,231296
4x1dWc1GgAfC04GcTlllax,Richy Mitch & The Coal Miners,modern folk rock,0.446,0.247,11,-13.036,0,0.0287,0.905,0.233,0.111,0.245,138.328,106250,264307
7xSG1ytJGfyx1YWFMnorWl,Intuitive,,0.67,0.175,11,-17.767,1,0.0311,0.848,0.905,0.118,0.125,95.033,148112,444333
51Fjme0JiitpyXKuyQiCDo,Y2K,pop rap,0.843,0.39,2,-7.899,1,0.0846,0.178,0,0.137,0.495,129.972,160627,2138443
1ar2piRXqvUXf7za12vikC,Tibeauthetraveler,lo-fi study,0.374,0.194,10,-19.673,0,0.063,0.964,0.912,0.106,0.15,106.027,179607,359214
3ZS3FSOx9inrWp0ZwcJS79,Africa HiTech,afrofuturism,0.344,0.953,7,-7.074,1,0.127,0.0197,0.679,0.523,0.425,178.632,205714,1790
57YuVCx5NRYfreRDQsUQix,Oliver,filter house,0.677,0.824,4,-6.045,1,0.295,0.371,0.00102,0.446,0.359,118.064,309493,265396
7Kv7Q13skaIKLt7w2OShlH,Retro Jungle,lo-fi beats,0.46,0.0799,4,-20.05,0,0.0352,0.943,0.882,0.0892,0.15,149.647,126400,379200
5Nu5Uyoauauy9LFePYL1Z3,ODESZA,chillwave,0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043,228155,456150
1qEmFfgcLObUfQm0j1W2CK,Harry Styles,pop,0.714,0.728,10,-4.595,1,0.0468,0.298,0,0.106,0.901,114.996,177955,3381132
58AkcBdW5NpM2TBbkKbdK3,Farhan Saeed,classic pakistani pop,0.675,0.607,10,-7.241,1,0.0366,0.613,2.64E-05,0.102,0.655,158.905,478808,15374925
5pQODzb8j3xMQ1qvrQXJvo,Mahalakshmi Iyer,filmi,0.841,0.74,9,-8.432,1,0.13,0.05,2.22E-06,0.128,0.626,109.033,304467,64465
2eBuez59MU3mSXwamfYueg,Kupla,anime lo-fi,0.805,0.313,9,-11.078,0,0.0775,0.307,0.913,0.191,0.234,79.033,154818,154817
5UZVXKI4RnciPJ9TJLnwMS,Yasumu,lo-fi study,0.594,0.0535,0,-18.914,0,0.0925,0.65,0.935,0.128,0.0916,61.996,114466,1692426
2Hs659VSIWrtetYzclXVP6,Uttam Singh,classic bollywood,0.831,0.737,5,-11.51,0,0.0497,0.185,0.000937,0.153,0.82,125.552,341812,847551
2x1fFf9HB5hEjEnLiKquTF,Saint-Preux,,0.307,0.0898,2,-19.815,1,0.0308,0.99,0.959,0.102,0.578,180.2,159333,0
3KhPLLQjXodVQU9FoIlCUh,Ginger Root,hypnagogic pop,0.723,0.615,9,-7.287,0,0.059,0.849,0.883,0.108,0.614,119.247,155855,1165649
6rqUOLt9dpfMANLMKTzoWj,Françoise Hardy,chanson,0.586,0.412,8,-10.116,0,0.0334,0.798,0,0.152,0.706,132.199,144827,144826
5KJsAfVzpXUU3tY03c5MPV,Yasumu,lo-fi study,0.786,0.177,1,-23.921,0,0.0897,0.807,0.861,0.128,0.569,139.979,145714,145548
1Lim1Py7xBgbAkAys3AGAG,Major Lazer,dance pop,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,176561,3676
4qu63nuBpdn0qHUHuObEj1,Marshmello,brostep,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41E-06,0.118,0.637,119.976,154983,2222212
2vaa0nnDnNTlxCh7fCmjsr,Sean Dagher,shanty,0.712,0.27,7,-4.382,0,0.0541,0.935,0,0.0582,0.728,120.416,132293,593067
3EtyEzMpfKSaoVhPunvbRV,NF,hip hop,0.722,0.741,1,-3.72,1,0.19,0.249,0,0.151,0.46,162.11,308652,745758
0sp00HSXkQyqTa6QqM0O8V,Linkin Park,alternative metal,0.509,0.629,0,-6.434,1,0.0335,0.209,1.99E-06,0.369,0.237,80.012,209307,394948
55lhT34ZCsTCydq29VbchJ,Nakani,drift phonk,0.719,0.699,8,-5.341,0,0.031,0.00116,0.859,0.121,0.14,120.951,190442,57646
21txIUpB3w1dBeixm5X4DL,Rxseboy,sad lo-fi,0.758,0.545,0,-7.855,1,0.135,0.732,0,0.122,0.271,119.935,136154,544612
6hDM2uj57moJd3RLYTm5rI,Amrinder Gill,punjabi pop,0.534,0.666,0,-4.644,1,0.0506,0.788,0,0.194,0.564,124.159,215605,133368
4iEOVEULZRvmzYSZY2ViKN,alt-J,indie rock,0.697,0.877,3,-4.465,1,0.0462,0.462,0.00943,0.083,0.802,101.99,173631,9093907
0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth,pop,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,154487,39920
0mBP9X2gPCuapvpZ7TGDk3,Charlie Puth,pop,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32E-05,0.0901,0.719,101.058,154487,3025182
7twpmDySuCWpASRjWVEdnJ,Charlie Puth,pop,0.736,0.809,2,-4.487,1,0.0323,0.15,0.00151,0.0886,0.744,122.023,165269,145144
,Desi Boys,,,,,,,,,,,,,,492578
1yr9HpAu3prvxmq783ZELn,Fools Garden,german pop rock,0.663,0.477,1,-8.839,1,0.0414,0.644,0,0.122,0.643,143.173,191027,382052
7hxHWCCAIIxFLCzvDgnQHX,Internet Money,pop rap,0.8,0.658,1,-6.142,0,0.079,0.25,0,0.111,0.462,140.042,195429,1758459
0YsGMHid6sFq5PcToe3JZE,Childish Gambino,atl hip hop,0.541,0.674,1,-7.04,0,0.0841,0.00649,9.76E-05,0.235,0.123,103.139,317293,317293
5mUXRXoNWdGAanuNCk6VBQ,Édith Piaf,chanson,0.48,0.332,2,-6.935,1,0.0352,0.828,0,0.132,0.655,113.946,194227,2127
77W0iFp0uZb1Zc0NNo947D,The Weeknd,canadian contemporary r&b,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,211814
1rFBpvlZ4qwDX1ulNwjTjv,Polaris,atmospheric dnb,0.264,0.88,9,-4.412,0,0.057,0.00136,0.886,0.115,0.0351,174.021,440100,7390426
5F2AuFzEiuAQD0JVNjVJQz,Beau Young Prince,dmv rap,0.764,0.725,7,-8.812,1,0.0576,0.463,5.91E-06,0.109,0.0794,100.063,177653,355306
1KxwZYyzWNyZSRyErj2ojT,Passenger,folk-pop,0.479,0.545,7,-7.346,1,0.0688,0.365,0,0.0963,0.243,74.897,252733,3125876
1A2PVHd6kWaMlaJVkMfXmz,Demi Lovato,pop,0.505,0.624,7,-6.513,1,0.0371,0.0235,0,0.5,0.215,139.849,224387,94044
1roCmBlcpV7LzsmB7pmCyt,Alec Benjamin,alt z,0.655,0.569,1,-5.018,0,0.0349,0.716,7.40E-06,0.135,0.44,150.267,169175,169174
2PqSOrlabozEH6KXs7BvQr,NF,hip hop,0.554,0.337,9,-9.503,1,0.197,0.456,6.18E-06,0.115,0.137,173.877,277777,477512
1SPDWTBH7qcjbZ8zMRXlQ9,Jimmy Brown,bedroom r&b,0.797,0.39,2,-6.594,1,0.0303,0.726,0,0.144,0.536,97.944,188666,188666
3R9RsYalAgs6zjuuBZdYzQ,Jimmy Brown,bedroom r&b,0.827,0.407,2,-6.297,1,0.0302,0.698,0,0.119,0.544,98,188666,9440
0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,edm,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205947,64207
0KG7XrgM20KEmJrKsyFDAm,Diplo,edm,0.584,0.955,7,-4.197,0,0.0507,0.101,0.00243,0.092,0.486,128.04,234375,332307
6A7I3OLjNQNvDqFNaROKRa,Marc Antonix,,0.524,0.748,9,-7.725,1,0.0389,0.0458,0.000366,0.358,0.0434,128.032,174844,546373
2qkxYL32FCsX7AYjJKSB6D,Lazy Vibes,,0.58,0.103,4,-20.009,0,0.0329,0.516,0.836,0.112,0.301,130.048,162001,324002
6I0KEvFfWszVJiCy5hum4V,FINNEAS,alt z,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,190348,2119693
3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",disco,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17E-05,0.126,0.9,125.035,339320,9749437
38XLUjlR84JEwK0SOvX77a,Tai Verdes,modern indie pop,0.782,0.798,4,-5.07,0,0.0337,0.141,0,0.685,0.905,127.89,152182,141480
5JeQ8hhkFfUh7XljgD8dBM,Ella Henderson,dance pop,0.651,0.486,5,-4.437,1,0.0456,0.456,0,0.1,0.307,78.14,208692,2120633
4jYJV3rxH5XiVfwH8pdbDM,Tesk,chillhop,0.495,0.364,8,-8.503,0,0.0394,0.771,0.594,0.0852,0.358,172.058,122791,122790
6xZ4Q2k2ompmDppyeESIY8,Twenty One Pilots,modern rock,0.754,0.583,4,-7.34,0,0.0432,0.32,0.00015,0.144,0.77,122.012,220051,13563504
4zZyTwwwZFJhRe0oBElIia,Twenty One Pilots,modern rock,0.734,0.614,4,-5.452,0,0.0477,0.291,0.000306,0.12,0.636,121.934,222383,3641
3MDDVmTbdgTdlpPu3MFdJx,Avicii,edm,0.615,0.91,5,-2.825,0,0.0762,0.00761,0.00636,0.16,0.346,139.997,281147,157761
2uBhGx3m5iJrtsql8Qk00j,Twenty One Pilots,modern rock,0.7,0.934,6,-5.941,0,0.17,0.0857,0.226,0.114,0.224,92.973,145947,16929
5nujrmhLynf4yMoMtj8AQF,Dua Lipa,dance pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,216783
5nujrmhLynf4yMoMtj8AQF,Dua Lipa,dance pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0,0.0674,0.915,102.977,203064,2425260
23mLwgHatcxmvxQqRYcjHo,RADWIMPS,j-pop,0.228,0.153,7,-16.457,0,0.0347,0.674,0.932,0.0622,0.0388,55.699,103720,888057
07FkzikE6FuHIa8Ma7zJGc,NF,hip hop,0.513,0.661,5,-6.419,1,0.24,0.161,0,0.246,0.179,94.791,209213,209213
04NMWz4ctkuILV6mUR2iWp,Sasha Alex Sloan,alt z,0.718,0.483,8,-6.596,1,0.0381,0.387,0.000208,0.124,0.29,103.997,209132,454796
6GzApXoBQiiAjak3tOQfV3,5 Seconds of Summer,boy band,0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,149878,4375072
0eu4C55hL6x29mmeAjytzC,Oliver Tree,alternative hip hop,0.7,0.49,0,-5.187,1,0.076,0.186,0,0.117,0.569,79.982,161803,161803
5yY9lUy8nbvjM1Uyo1Uqoc,Future,atl hip hop,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,237735,1477260
2Fs18NaCDuluPG1DHGw1XG,Rascal Flatts,contemporary country,0.582,0.952,5,-3.848,1,0.0731,0.00324,0,0.223,0.655,103.027,276320,2221768
3ZcLmonVVD1MTQtmQb8yf3,Labrinth,indie poptimism,0.815,0.845,9,-6.832,0,0.0457,0.416,1.54E-06,0.117,0.955,129.874,184933,32272
500mvzh7TRZ0YdnVeHhj8b,Major Lazer,dance pop,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,3139
5j2a0vY6DWx8BQav0NUNDe,NEFFEX,,0.662,0.812,6,-5.448,1,0.328,0.0304,0,0.0848,0.456,170.062,217412,434822
500mvzh7TRZ0YdnVeHhj8b,Major Lazer,dance pop,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,166138,187020
1jEBSDN5vYViJQr78W7jr2,Charlie Puth,pop,0.689,0.627,6,-5.692,1,0.308,0.105,0.000321,0.0905,0.905,184.008,187704,35488117
5IczhYC3YVI2IwxoJJoCmb,Charlie Puth,pop,0.7,0.832,1,-4.969,1,0.0539,0.000421,0.464,0.278,0.533,129.983,170769,184116
4BtRMXy8X1vNyq4Bz0MHSk,Oh The Larceny,bossbeat,0.736,0.79,0,-3.087,0,0.051,0.00827,0.00497,0.176,0.821,115.995,139138,38346
4TZ2Ub8bZh4LTs06eANDXa,Ellie Goulding,indietronica,0.653,0.836,10,-5.626,0,0.0457,0.0452,0.299,0.1,0.804,133.182,190054,190053
1Q16e4deTgk4Q320yIfl37,Bazanji,deep underground hip hop,0.803,0.702,2,-7.578,1,0.194,0.092,0,0.0948,0.101,136.003,185294,6320
70Vjb8pcNJT2HVfDLC2MJo,Francis Karel,indonesian singer-songwriter,0.531,0.401,7,-8.384,1,0.0302,0.466,0,0.0923,0.208,106.178,187919,187918
5YVmHTAsdWnoanWXB7AwZX,Jax,gen z singer-songwriter,0.492,0.224,5,-8.098,1,0.0493,0.91,0,0.142,0.424,93.039,183429,8794378
1OrD9RkuBnoNrrURFap9wi,Miniature Tigers,,0.753,0.534,2,-4.661,1,0.0277,0.0339,7.32E-06,0.0972,0.847,96.073,158653,156215
57V4uc2b2diZ4RPHXWecb9,Hozier,irish singer-songwriter,0.539,0.179,7,-14.33,1,0.0309,0.921,0.393,0.106,0.145,140.01,198027,2304219
0Wc6cbF38a90b8wov9V63F,AJ Mitchell,alt z,0.633,0.242,3,-8.523,0,0.0761,0.515,0,0.0839,0.694,98.219,160791,6530737
4EivmOT13NMpNSfTKn9p4s,Doja Cat,dance pop,0.879,0.498,4,-6.027,0,0.18,0.239,0,0.0967,0.405,106.044,163173,25541
5b1uZnebDRcR8XuBsDTPiO,NF,hip hop,0.685,0.563,3,-5.456,0,0.0714,0.323,0,0.111,0.3,85.501,207640,207640
5gGhu72GjMKwzGszk8Ded8,Ewan J Phillips,british singer-songwriter,0.609,0.821,9,-6.704,1,0.2,0.21,0.00148,0.589,0.889,170.037,174240,174240
0lks2Kt9veMOFEAPN0fsqN,Alan Walker,electro house,0.423,0.634,6,-5.877,0,0.0578,0.196,0,0.189,0.467,150.978,195840,1220892
2gA74HvN6NKFrhgzpd5oNE,JP Saxe,alt z,0.645,0.486,0,-7.299,1,0.0425,0.274,0,0.135,0.453,72.536,208187,206029
5e7z058X5qWaR1z7ieqKZ5,Valley Of Wolves,bossbeat,0.441,0.65,11,-3.545,0,0.0511,0.455,0.00313,0.102,0.575,167.871,240187,796662
3tqo6JRpy7V6LNVcGDdo0Z,Cautious Clay,indie r&b,0.488,0.264,5,-12.325,1,0.0336,0.484,0,0.131,0.304,100.337,149235,745815
64cJzItg1k1j7ILw9txYYz,colours in the dark,lo-fi sleep,0.435,0.133,1,-23.796,1,0.0431,0.813,0.913,0.42,0.114,107.992,166078,332154
3X7v1y9g6psZQjZZwtZkm4,Dayglow,austindie,0.694,0.583,11,-11.549,1,0.0371,0.17,0.82,0.329,0.897,134.999,215556,838306
78q4ESvMkPVJzHAV11LAGE,Tom Grennan,uk pop,0.689,0.706,1,-4.48,0,0.0312,0.0833,0,0.105,0.623,106.52,226268,2278559
5lQCrJ5urojTodkeqdSyol,AURORA,art pop,0.521,0.304,5,-11.338,1,0.0284,0.573,0.00971,0.137,0.0898,109.903,256480,256480
2Y0iGXY6m6immVb2ktbseM,MGMT,alternative rock,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,299960,3112162
1almCHdsfikRPfVB9VrEdT,Alex & Sierra,pop,0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,185200,2249065
5oByBWOcsIYOxitDER7JRn,BEAUZ,pop edm,0.573,0.694,1,-4.456,1,0.042,0.13,0,0.0917,0.445,105.085,167429,1721904
2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,folk-pop,0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,266600,293779
52681Ivj8kgCi90Lu8B9fl,Louis The Child,edm,0.553,0.636,6,-4.38,1,0.152,0.189,0,0.0779,0.53,81.969,197453,2453668
34lfu3S4fIcKZRNXzbdbo7,Kordhell,drift phonk,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005,133565,1066611
3aQGknD9CVAtpQFh6Qtalq,Liam Payne,pop,0.69,0.676,7,-6.111,1,0.0335,0.213,0,0.123,0.664,100.023,174780,114442
5ebtxZRrC1JQvZ1HCAiLYv,Sasha Alex Sloan,alt z,0.625,0.54,11,-9.059,1,0.0271,0.113,0.162,0.107,0.492,165.909,182400,363428
7zjEyeBsaw9gV0jofJLfOM,Young Thug,atl hip hop,0.767,0.313,7,-12.059,1,0.0798,0.838,0,0.105,0.765,82.582,210907,210906
6wbbeA1FcbqXiJs7aIA8x7,The Neighbourhood,modern alternative rock,0.584,0.779,3,-5.656,0,0.0721,0.259,0.00606,0.28,0.518,94.841,195000,195003
,Skan,,,,,,,,,,,,,,0
7imMaU3xinJn9QQITBDMwQ,Phil Good,la pop,0.938,0.405,6,-6.017,1,0.0465,0.205,1.41E-05,0.124,0.799,100.042,173667,5447739
5OYUtKjALXnNjXRwTVStCK,AronChupa,swedish pop,0.773,0.654,5,-7.796,0,0.284,0.53,0,0.109,0.607,128.989,181885,1703390
2XSCXW31rOKM6MsNrGJTKi,Adam Lang,,0.693,0.515,1,-9.299,1,0.0723,0.497,0,0.3,0.683,94.004,226777,2776553
7x5xYW5W42OGPAdHUyyguy,R. City,reggae fusion,0.509,0.671,1,-5.709,1,0.0678,0.304,0,0.0452,0.55,118.413,227480,2321840
38o5lj4mbLK34vQkJUlMrg,Mokita,chill pop,0.684,0.512,11,-8.715,1,0.0525,0.544,0,0.097,0.466,119.901,160225,22912060
1VY2incfH4TLT9PCbot6lj,Labh Janjua,modern bollywood,0.835,0.718,0,-6.614,1,0.0816,0.363,0.000919,0.0625,0.64,139.968,230468,4763622
2iPIn88pm2FrEqIxi6dDvA,Kato,anime lo-fi,0.577,0.00355,4,-28.115,0,0.0511,0.985,0.96,0.108,0.188,65.395,56794,56569
3pWVAht9tU5Oz7GXjY0nac,Kato,anime lo-fi,0.522,0.00281,4,-29.063,0,0.106,0.994,0.968,0.106,0.371,128.915,52057,54910
5opGmK7K08YA7zSmzCpG7S,Bangers Only,,0.415,0.836,7,-3.67,1,0.0377,0.43,0.1,0.0838,0.435,181.908,197000,294252
3dB2nTkXKWP9hCCqS8xMjS,Lately Lui,,0.634,0.132,11,-15.724,1,0.0528,0.962,0.796,0.216,0.128,130.039,166154,130
4q3biaQQoADspV16lbsfPH,Mokita,chill pop,0.735,0.37,5,-12.581,0,0.0705,0.389,0.00163,0.106,0.305,112.015,157524,102503285
0ZUwlo0moIZ9FsRHJMA4g1,The Midnight,nightrun,0.537,0.666,1,-9.783,0,0.0299,0.0271,0.947,0.105,0.0647,126.014,314048,21407
1VNWaY3uNfoeWqb5U8x2QX,System Of A Down,alternative metal,0.47,0.796,8,-3.277,0,0.0336,0.362,1.10E-06,0.133,0.215,113.108,167907,36273
0r4l1Eco6JEbeexC8dEawI,Lauv,pop,0.586,0.503,2,-7.002,1,0.0268,0.0403,0,0.0994,0.385,95.013,196493,6017843
2Kh1fJ2NApH20QoiR3J3Yk,Gerardo Millán,lo-fi study,0.702,0.0313,9,-23.032,1,0.0407,0.942,0.92,0.1,0.238,116.02,148987,446961
5SqT9kgeh2qWdLPNr29qaG,Corey J. Beats,lo-fi sleep,0.148,0.0751,6,-22.898,1,0.0353,0.802,0.924,0.162,0.0396,75.654,162480,324958
5rTjMOVDiXDxkJavr2GxEL,Nick Leng,,0.672,0.129,4,-12.984,1,0.0336,0.888,6.03E-05,0.0891,0.17,114.935,262600,2385741
75NhhYjHO43mvZgYtnXgti,Avicii,edm,0.655,0.666,5,-5.309,1,0.0612,0.134,2.12E-05,0.0683,0.272,102.977,181812,2497147
1APefTkgjjwQfZbUWQkOFc,BoyWithUke,sad rap,0.854,0.667,1,-7.04,1,0.111,0.513,3.21E-05,0.119,0.986,130.021,159933,2009054
75bb7DwDTcBwc7w38z3Zf7,Krynoze,lo-fi sleep,0.738,0.128,9,-15.401,1,0.0578,0.949,0.925,0.0981,0.246,124.09,142258,284516
4K3gM7kzX4POAfrs71HomN,Conan Gray,bedroom pop,0.434,0.302,10,-10.117,1,0.0378,0.766,7.63E-06,0.149,0.173,121.645,220867,1669586
3L0YE4HKy4yHUpecWrkKK2,Skinny Atlas,lo-fi chill,0.641,0.619,8,-7.271,1,0.0738,0.65,0.0438,0.106,0.354,147.919,142703,142702
6dOeEgn2okElPFceuvQ1QI,Mickey Valen,dark r&b,0.626,0.605,10,-8.714,1,0.117,0.352,0,0.158,0.528,94.912,182211,2499462
2ovD8bBdl2E7jEdsTzIJXq,Dean Lewis,australian pop,0.769,0.724,11,-5.12,1,0.0864,0.548,0,0.161,0.464,110.659,190528,352313
0ax8NVafraj3HnfCwvnHK4,Devin Kennedy,indie r&b,0.825,0.42,11,-14.702,1,0.0516,0.326,0,0.151,0.781,119.953,163500,3512213
5vPO5ouEv8iedKWxzmSv7b,NIKI,indonesian r&b,0.41,0.316,0,-8.13,1,0.029,0.846,0,0.124,0.22,133.288,256001,2421911
0RltvtD2XsNxb3ALAxpLVE,Beowülf,lo-fi chill,0.754,0.398,6,-10.206,0,0.0458,0.256,2.46E-06,0.126,0.0728,124.995,202714,810420
1QhQHqS5poJtOy9CCJMzIl,haer,korean electropop,0.535,0.584,11,-5.876,1,0.268,0.72,6.41E-06,0.188,0.514,120.916,168000,168000
6YG2PNDqV4qfKcKRhyMPKU,Nightly,hopebeat,0.783,0.705,4,-4.513,0,0.0336,0.306,9.31E-05,0.23,0.671,94.986,143423,5655835
2IFZTQe05IUYNoik6yLPwJ,Boundary Run,modern indie folk,0.421,0.269,9,-10.488,1,0.0374,0.897,7.31E-05,0.0731,0.22,79.389,205500,4932000
4l0Mvzj72xxOpRrp6h8nHi,Selena Gomez,pop,0.488,0.343,4,-8.985,1,0.0436,0.556,0,0.21,0.0978,102.819,206459,206282
5Z01UMMf7V1o0MzF86s6WJ,Eminem,detroit hip hop,0.692,0.744,2,-4.565,1,0.257,0.00868,0.000423,0.359,0.0612,171.374,326467,1322465
55XrFge2dEZwYzNl128DwN,itssvd,lo-fi chill,0.753,0.355,8,-13.295,0,0.0898,0.48,0.87,0.122,0.506,111.863,120547,1678773
4rbDvczzTJYpYQUCh6VzQZ,Andrey Azizov,,0.582,0.499,10,-7.587,1,0.0816,0.507,0,0.108,0.433,134.145,192110,4837821
6NBP6H1F1L5THU7DFoCNgU,Dylan Fraser,,0.636,0.563,9,-5.809,1,0.0302,0.587,0.000244,0.115,0.539,144.924,222885,891540
